name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
Centre for Sight, Biotechnology ,5000000,operating,IND,New Delhi,New Delhi,1,1/1/2006,1996-01,1,1996-Q1,2006,11/15/2008,7/3/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEON Solutions Pvt, Education ,688000,operating,IND,IND - Other,Nasrapur,1,1/1/2006,2004-01,1,2004-Q1,2006,11/18/2008,3/20/2007,0,688000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerana Beverages, Wine And Spirits , NA   ,operating,IND,IND - Other,,1,1/1/2006,,,,2006,11/26/2008,6/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CESC, Utilities ,80000000,operating,IND,Kolkata,Kolkata,1,1/1/2006,,,,2006,11/26/2008,10/29/2014,0,80000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chakpak Media, News ,5000000,operating,IND,Bangalore,Bangalore,1,1/1/2006,,,,2006,12/20/2008,12/22/2008,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Channel Mentor IT,,286509,operating,IND,Bangalore,Bangalore,1,1/1/2006,,,,2006,12/22/2008,4/1/2013,0,286509,0,0,0,0,0,0,0,0,0,0,0,286509,0,0,0,0,0,0,0
Chumbak, E-Commerce ,2000000,operating,IND,Bangalore,Bangalore,2,1/1/2006,2009-09,3,2009-Q3,2006,1/1/2009,5/20/2014,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cians Analytics, Outsourcing ,2000000,operating,IND,New Delhi,Gurgaon,1,1/1/2006,2009-09,3,2009-Q3,2006,1/1/2009,9/1/2009,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CircuitSutra Technologies, Semiconductors ,198000,operating,IND,New Delhi,Noida,1,1/1/2006,2005-01,1,2005-Q1,2006,1/1/2009,1/14/2010,0,198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrus, E-Commerce ,7300000,operating,IND,Mumbai,Mumbai,2,1/1/2006,2011-01,1,2011-Q1,2006,1/1/2009,12/6/2013,0,7300000,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0
Claro Energy, Clean Technology , NA   ,operating,IND,Delhi,Delhi,1,1/1/2006,2011-01,1,2011-Q1,2006,1/14/2009,10/22/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Classteacher Learning Systems, Education ,15000000,operating,IND,New Delhi,Gurgaon,1,1/1/2006,1999-01,1,1999-Q1,2006,1/14/2009,6/27/2011,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clear-Data Analytics, Consulting ,100000,operating,IND,New Delhi,Noida,1,1/1/2006,2013-05,2,2013-Q2,2006,2/12/2009,5/15/2013,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClearTax, Finance ,120000,operating,IND,Delhi,Delhi,1,1/1/2006,,,,2006,3/31/2009,7/16/2014,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleartrip, Travel ,56400000,operating,IND,Mumbai,Mumbai,4,1/1/2006,2006-07,3,2006-Q3,2006,5/1/2009,5/12/2014,0,56400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clonect Solutions, Enterprises ,246517,operating,IND,Bangalore,Bangalore,1,1/1/2006,,,,2006,5/1/2009,9/19/2014,246517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Amenity, Consulting , NA   ,operating,IND,Chennai,Chennai,1,1/1/2006,2013-05,2,2013-Q2,2006,6/1/2009,6/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCubes.com, Technology , NA   ,operating,IND,New Delhi,Gurgaon,1,1/1/2006,2007-08,3,2007-Q3,2006,6/8/2009,5/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codelearn, E-Commerce ,150000,operating,IND,Bangalore,Bangalore,1,3/15/2006,2012-01,1,2012-Q1,2006,8/13/2009,12/1/2012,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CodeNxt Web Technologies Private Limited, Consulting ,"32,848",operating,IND,Ahmedabad,Ahmedabad,2,6/1/2006,2010-01,1,2010-Q1,2006,8/13/2009,1/1/2014,8595,0,0,0,0,0,0,0,24253,0,0,0,0,0,0,0,0,0,0,0,0
Collisionable, Entrepreneur ,"16,500",operating,IND,New Delhi,New Delhi,1,6/3/2006,2013-03,1,2013-Q1,2006,8/13/2009,9/5/2013,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comat Technologies,,25000000,closed,IND,Bangalore,Bangalore,3,6/26/2006,1996-01,1,1996-Q1,2006,8/13/2009,10/1/2008,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,6000000,15000000,0,0,0,0,0
CommonFloor, Real Estate ,47900000,operating,IND,Bangalore,Bangalore,3,7/1/2006,2007-01,1,2007-Q1,2006,8/13/2009,9/24/2014,0,47900000,0,0,0,0,0,0,0,0,0,0,0,0,0,7500000,10400000,30000000,0,0,0
ConnectM Technology Solutions, Mobility ,10000000,operating,IND,Bangalore,Bangalore,2,7/4/2006,2007-01,1,2007-Q1,2006,9/1/2009,8/1/2010,0,10000000,0,0,0,0,0,0,0,0,0,0,0,6000000,4000000,0,0,0,0,0,0
Cooolio Online, Software ,210000,operating,IND,Bangalore,Bangalore,1,8/1/2006,2010-04,2,2010-Q2,2006,9/1/2009,9/30/2013,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cooptions Technologies, Software ,10000000,closed,IND,Hyderabad,Hyderabad,1,8/1/2006,1999-01,1,1999-Q1,2006,9/1/2009,11/23/2009,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0
Core Diagnostics, Biotechnology ,5000000,operating,IND,New Delhi,Gurgaon,1,9/1/2006,,,,2006,9/4/2009,7/1/2012,0,5000000,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0
CostPrize, E-Commerce ,200000,operating,IND,Bangalore,Bangalore,2,9/1/2006,2011-01,1,2011-Q1,2006,10/1/2009,11/11/2014,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Covacsis, Services ,450000,operating,IND,Mumbai,Mumbai,3,10/1/2006,2009-01,1,2009-Q1,2006,10/1/2009,6/24/2014,0,450000,0,0,0,0,0,0,0,0,0,0,0,450000,0,0,0,0,0,0,0
Craftsvilla, E-Commerce ,1838042,operating,IND,Mumbai,Mumbai,3,10/12/2006,2011-01,1,2011-Q1,2006,10/15/2009,6/1/2014,0,1838042,0,0,0,0,0,0,0,0,0,0,0,1500000,338042,0,0,0,0,0,0
Credii, Software ,"90,000",operating,IND,Bangalore,Bangalore,3,12/12/2006,2011-07,3,2011-Q3,2006,11/1/2009,5/1/2013,90000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crispify, Video ,"40,000",operating,IND,Bangalore,Bangalore,1,12/29/2006,2013-05,2,2013-Q2,2006,11/23/2009,7/1/2013,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
Crispy Games Private Limited, Games ,"40,000",operating,IND,Mumbai,Mumbai,1,1/1/2007,2011-01,1,2011-Q1,2007,11/25/2009,3/13/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRMnext, Software ,7003500,operating,IND,Mumbai,Mumbai,1,1/1/2007,2002-01,1,2002-Q1,2007,12/2/2009,5/6/2014,0,7003500,0,0,0,0,0,0,0,0,0,0,0,7003500,0,0,0,0,0,0,0
CropIn Technologies, Mobility , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2007,2010-01,1,2010-Q1,2007,12/16/2009,3/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crude Area, Product Design ,115015,operating,IND,Mumbai,Mumbai,2,1/1/2007,2012-11,4,2012-Q4,2007,1/1/2010,8/1/2013,115015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubicle, Consulting ,"40,000",operating,IND,Mumbai,Mumbai,1,1/1/2007,,,,2007,1/1/2010,12/16/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cubito,, NA   ,operating,IND,Bangalore,Bangalore,2,1/1/2007,2012-01,1,2012-Q1,2007,1/1/2010,9/23/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultivate IT Solutions & Management Pvt. Ltd., Software ,"20,000",closed,IND,Ghaziabad,Ghaziabad,1,1/1/2007,2010-01,1,2010-Q1,2007,1/1/2010,3/31/2010,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture Machine, Entertainment ,3500000,operating,IND,Mumbai,Mumbai,1,1/1/2007,2013-01,1,2013-Q1,2007,1/1/2010,9/1/2014,0,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
CultureAlley, Facebook Applications ,345000,operating,IND,Jaipur,Jaipur,3,1/1/2007,2012-12,4,2012-Q4,2007,1/5/2010,4/1/2014,0,0,0,0,0,0,345000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURA Healthcare, Medical Devices ,15000000,operating,IND,Chennai,Chennai,2,1/1/2007,2001-07,3,2001-Q3,2007,1/12/2010,6/11/2014,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curves, Health and Wellness , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2007,,,,2007,1/14/2010,9/11/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CustomerXPs Software, Software ,4000000,operating,IND,Bangalore,Bangalore,1,1/1/2007,2006-12,4,2006-Q4,2007,1/15/2010,6/14/2011,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
Cygnus Medicare, Health and Wellness ,9760000,operating,IND,New Delhi,New Delhi,1,1/1/2007,2011-01,1,2011-Q1,2007,1/20/2010,10/17/2014,0,9760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DailyObjects.com, Fashion , NA   ,operating,IND,New Delhi,New Delhi,1,1/1/2007,2012-01,1,2012-Q1,2007,1/28/2010,1/1/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dataresolve Technologies, Security ,"20,000",operating,IND,Kolkata,Kolkata,2,1/1/2007,2008-08,3,2008-Q3,2007,1/29/2010,1/6/2011,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dateIITians, Women ,"20,000",operating,IND,Bangalore,Bangalore,1,1/1/2007,2012-02,1,2012-Q1,2007,3/3/2010,12/28/2011,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DealsAndYou, Group Buying ,18500000,operating,IND,New Delhi,Gurgaon,2,1/1/2007,2010-01,1,2010-Q1,2007,3/31/2010,11/1/2011,0,18500000,0,0,0,0,0,0,0,0,0,0,0,1500000,17000000,0,0,0,0,0,0
DecideQuick, Social Media ,100000,operating,IND,Trivandrum,Trivandrum,1,1/1/2007,2011-11,4,2011-Q4,2007,3/31/2010,1/14/2012,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deck App Technologies, Enterprise Software ,600000,operating,IND,Bangalore,Bangalore,1,1/1/2007,2012-06,2,2012-Q2,2007,4/1/2010,12/16/2013,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhivery, Supply Chain Management ,42500000,operating,IND,New Delhi,Gurgaon,3,1/1/2007,2011-01,1,2011-Q1,2007,5/7/2010,9/8/2014,0,42500000,0,0,0,0,0,0,0,0,0,0,0,1500000,6000000,35000000,0,0,0,0,0
DeliveryChef.in, E-Commerce , NA   ,operating,IND,Mumbai,Mumbai,1,1/1/2007,2010-01,1,2010-Q1,2007,5/16/2010,11/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delyver.com, Online Shopping ,1000000,operating,IND,Bangalore,Bangalore,1,1/1/2007,2010-03,1,2010-Q1,2007,6/23/2010,11/28/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denty's, Dental ,4500000,operating,IND,Hyderabad,Hyderabad,1,1/1/2007,,,,2007,7/1/2010,5/5/2014,0,4500000,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0
DesiCrew Solutions, Education ,1200000,operating,IND,Chennai,Chennai,1,1/1/2007,2007-02,1,2007-Q1,2007,7/1/2010,1/1/2012,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0
Dexetra, Android ,1200000,operating,IND,Cochin,Cochin,2,1/1/2007,2010-04,2,2010-Q2,2007,7/7/2010,1/31/2013,200000,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
Diabeto, Mobile ,"40,000",operating,IND,Mumbai,Mumbai,1,1/1/2007,2012-01,1,2012-Q1,2007,7/8/2010,11/26/2012,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diditz, Social Media , NA   ,closed,IND,New Delhi,New Delhi,1,1/1/2007,2008-01,1,2008-Q1,2007,7/19/2010,1/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Music India, Music ,4500000,operating,IND,Mumbai,Mumbai,1,1/1/2007,2004-01,1,2004-Q1,2007,8/1/2010,12/23/2006,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dimensions IT Infrastructure Solutions, E-Commerce , NA   ,operating,IND,Pune,Pune,1,1/1/2007,2011-05,2,2011-Q2,2007,8/1/2010,11/2/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dineout, Curated Web , NA   ,operating,IND,Delhi,Delhi,1,2/1/2007,,,,2007,8/18/2010,1/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disruptive By Design, Social Media ,"10,000",operating,IND,Kolkata,Kolkata,1,2/8/2007,2011-05,2,2011-Q2,2007,8/18/2010,5/1/2011,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon Technologies, Hardware + Software ,9350000,operating,IND,New Delhi,Noida,1,5/1/2007,,,,2007,8/26/2010,4/28/2008,0,9350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DoctorC, Doctors ,410000,operating,IND,Hyderabad,Hyderabad,1,5/1/2007,2013-10,4,2013-Q4,2007,8/30/2010,9/16/2014,410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DocTree, Health Care , NA   ,operating,IND,Bangalore,Bangalore,2,5/4/2007,,,,2007,9/8/2010,2/27/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DogSpot, Pets ,5000000,operating,IND,New Delhi,Gurgaon,1,5/5/2007,2007-01,1,2007-Q1,2007,9/9/2010,12/13/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr Lal PathLabs, Biotechnology , NA   ,operating,IND,Haryana,Haryana,1,5/11/2007,,,,2007,9/15/2010,8/26/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e Health Access, Health and Wellness ,560000,operating,IND,Hyderabad,Hyderabad,1,6/21/2007,2013-12,4,2013-Q4,2007,9/21/2010,2/7/2014,560000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E2E Networks, Cloud Computing ,176605,operating,IND,Faridabad,Faridabad,3,6/30/2007,2008-06,2,2008-Q2,2007,9/28/2010,6/30/2013,176605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ease My Sell, Freelancers ,200000,operating,IND,Mumbai,Mumbai,1,7/25/2007,2012-03,1,2012-Q1,2007,9/28/2010,6/4/2012,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eashmart, Mobile , NA   ,operating,IND,Delhi,Delhi,1,8/1/2007,,,,2007,9/28/2010,1/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Square Feet, Real Estate , NA   ,operating,IND,Bangalore,Bangalore,1,8/1/2007,2009-01,1,2009-Q1,2007,10/5/2010,8/13/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EasyLink, Web Hosting ,5400000,operating,IND,Chennai,Chennai,1,8/27/2007,1995-04,2,1995-Q2,2007,10/5/2010,4/13/2006,0,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBS Worldwide Services, Advertising ,5500000,operating,IND,Mumbai,Mumbai,1,9/1/2007,2000-01,1,2000-Q1,2007,10/8/2010,6/7/2006,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecolibrium, Hardware + Software ,1600000,operating,IND,Ahmedabad,Ahmedabad,1,9/1/2007,2009-01,1,2009-Q1,2007,10/10/2010,5/27/2013,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecom Express, Logistics ,16500000,operating,IND,New Delhi,Gurgaon,1,9/6/2007,2013-01,1,2013-Q1,2007,11/1/2010,9/9/2014,0,16500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecozen Solutions, Clean Technology , NA   ,operating,IND,Nagpur,Nagpur,1,9/19/2007,2010-09,3,2010-Q3,2007,11/13/2010,12/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
